searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
топ	302	False	топ	11	11
beauty	63	False	beauty	9	9
альгинатная	26	False	альгинатная	0	0
1211	127	False	1211	1	1
САЛФЕТКИ	29	False	САЛФЕТКИ	19	19
колготки женские	21	False	колготки женские	0	0
8943	44	False	8943	0	0
5439	156	False	5439	1	1
водолазки	26	False	водолазки	0	0
1608	164	False	1608	1	1
5528	189	False	5528	0	0
934	1	False	934	11	11
11591	99	False	11591	0	0
520168	3	False	520168	1	1
Эрлтик	3	False	Эрлтик	0	0
КАТАЛОГ смотреть	1	False	КАТАЛОГ смотреть	0	0
501080	5	False	501080	1	1
11598	26	False	11598	0	0
Трусы-шортики Cammi	1	False	Трусы-шортики Cammi	1	1
520818	5	False	520818	1	1
носки мужские	68	False	носки мужские	0	0
Тени для век	89	False	Тени для век	7	7
3195	134	False	3195	1	1
Мыло для кухни	805	False	Мыло для кухни	8	8
520528	3	False	520528	1	1
Молочко	100	False	Молочко	9	9
Маска для ног	12	False	Маска для ног	18	18
3409	187	False	3409	0	0
0268	169	False	0268	1	1
feerigue sensuelle	6	True	feerique sensuelle	0	6
59485	15	False	59485	1	1
металлических	10	False	металлических	0	0
60043	5	False	60043	0	0
8827	101	False	8827	0	0
9921	103	False	9921	1	1
0249	3	False	0249	0	0
омега	87	True	omega	1	0
3309	166	False	3309	1	1
521166	13	False	521166	1	1
Патч	166	False	Патч	5	5
44011	120	False	44011	1	1
7429	42	False	7429	1	1
Ножницы	46	False	Ножницы	1	1
166W4115	424	False	166W4115	1	1
1826	435	False	1826	0	0
Сумка женская	22	False	Сумка женская	9	9
Ночное обёртывание	1	False	Ночное обёртывание	0	0
2 в 1	7	False	2 в 1	11	11
8924	32	False	8924	1	1
8372	61	False	8372	1	1
447204	5	False	447204	0	0
8775	142	False	8775	0	0
2168	259	False	2168	0	0
3242	288	False	3242	0	0
195741	16	False	195741	0	0
френч	5	False	френч	4	4
11402	137	False	11402	0	0
гель для рук	6	False	гель для рук	17	17
Гуарулоновая	1	False	Гуарулоновая	0	0
Стартовая программя	1	True	стартовая программа	0	0
40051	82	False	40051	1	1
1638	270	False	1638	0	0
43060	70	False	43060	1	1
3452	130	False	3452	0	0
пробные образцы	25	False	пробные образцы	0	0
0708	227	False	0708	0	0
gtvpf	1	True	пемза	0	1
Мист для тела	47	False	Мист для тела	5	5
128w3210	51	False	128w3210	3	3
8621	68	False	8621	0	0
стразы для	3	False	стразы для	0	0
Платье вельвет	1	True	платье velvet	0	0
gfrtn	22	True	пакет	0	19
192940	18	False	192940	1	1
1217	179	False	1217	1	1
83471	3	False	83471	1	1
498003	9	False	498003	0	0
192787	13	False	192787	0	0
88821	1	False	88821	1	1
600010	10	False	600010	0	0
194520	1	False	194520	0	0
St121	23	False	St121	0	0
Астронавтик	20	False	Астронавтик	1	1
117W2901	89	False	117W2901	9	9
felic	4	True	felice	15	11
тайтл	5	False	тайтл	2	2
Bs271	5	False	Bs271	1	1
S0128	149	False	S0128	0	0
ягодный флирт	4	False	ягодный флирт	1	1
мама	48	False	мама	1	1
1629	286	False	1629	1	1
Нож	232	False	Нож	11	11
40100	75	False	40100	1	1
Гамаж	5	True	гоммаж	0	1
5229	86	False	5229	1	1
111218	14	False	111218	0	0
Посуды	63	False	Посуды	5	5
88984	12	False	88984	1	1
11326	1055	False	11326	1	1
1219	260	False	1219	0	0
пинцет для бровей	26	False	пинцет для бровей	0	0
193875	26	False	193875	1	1
интим гель	23	False	интим гель	0	0
florange	51	False	florange	2	2
антицелюлитный	4	True	антицеллюлитный	0	1
крем для век	102	False	крем для век	14	14
641026	1	False	641026	0	0
869776	2	False	869776	0	0
6167	40	False	6167	1	1
вода renata	1	False	вода renata	0	0
450857	4	False	450857	0	0
11036	210	False	11036	1	1
Силиконовые носочки	4	False	Силиконовые носочки	0	0
191575	8	False	191575	1	1
romy	2	False	romy	0	0
Консилер	126	False	Консилер	1	1
6220	161	False	6220	1	1
600354	25	False	600354	0	0
11319	65	False	11319	0	0
2148	186	False	2148	0	0
моно	4	False	моно	9	9
43061	148	False	43061	1	1
консиллер	41	False	консиллер	0	0
8972	193	False	8972	0	0
средство для стекол	6	False	средство для стекол	0	0
8661	360	False	8661	0	0
кардио	18	False	кардио	1	1
158W3320	21	False	158W3320	1	1
43069	259	False	43069	1	1
70912	65	False	70912	0	0
84092	8	False	84092	1	1
2029	237	False	2029	0	0
0298	413	False	0298	0	0
470033	3	False	470033	1	1
11441	88	False	11441	0	0
Каталог 1в 2019году	1	False	Каталог 1в 2019году	0	0
Протеиновый	20	False	Протеиновый	4	4
Мочалка	91	False	Мочалка	2	2
морозная клюква	99	False	морозная клюква	3	3
775596	10	False	775596	1	1
158w3101	1	False	158w3101	0	0
500332	21	False	500332	0	0
alena akmadulina	1	True	alena akhmadullina	0	10
15380	521	False	15380	0	0
193021	38	False	193021	0	0
42027	23	False	42027	0	0
500730	5	False	500730	1	1
864	7	False	864	11	11
Бритва	117	False	Бритва	0	0
82615	9	False	82615	1	1
мицеллярный	16	False	мицеллярный	1	1
Carib	3	False	Carib	1	1
салфетки влажные	27	False	салфетки влажные	10	10
7351	184	False	7351	1	1
Юбки	73	False	Юбки	0	0
масло для тела	22	False	масло для тела	6	6
23712365	1	False	23712365	0	0
126W2601	93	False	126W2601	1	1
127M3201	4	False	127M3201	0	0
8392	302	False	8392	0	0
82585	15	False	82585	1	1
Полотенце для кухни	9	False	Полотенце для кухни	0	0
Beauty cafe	67	False	Beauty cafe	19	19
192872	9	False	192872	1	1
крем гель для душа	21	False	крем гель для душа	0	0
11281	804	False	11281	0	0
5574	139	False	5574	0	0
1660	636	False	1660	1	1
1119	136	False	1119	5	5
боксеры	16	False	боксеры	19	19
12158	1	False	12158	0	0
для лица	40	False	для лица	19	19
501201	15	False	501201	1	1
167W3302	22	False	167W3302	0	0
0765	493	False	0765	0	0
Лак для ногтей	215	False	Лак для ногтей	6	6
Прокладки	319	False	Прокладки	2	2
192261	9	False	192261	0	0
Reyne	1	False	Reyne	0	0
Pm015	2	False	Pm015	1	1
83828	1	False	83828	1	1
193574	2	False	193574	1	1
0743	343	False	0743	0	0
Маска доя лица	5	True	маска для лица	19	19
3005	143	False	3005	0	0
44082	27	False	44082	0	0
pour	85	False	pour	3	3
117M2801	41	False	117M2801	4	4
универсальное	53	False	универсальное	6	6
Стиральный порошок	219	False	Стиральный порошок	10	10
Балл	11	False	Балл	1	1
3487	81	False	3487	1	1
8359	16	False	8359	0	0
Подарочный	73	False	Подарочный	19	19
санитовая	2	False	санитовая	0	0
Пробник парфюма	1	False	Пробник парфюма	0	0
горьковая ОЛьга	1	False	горьковая ОЛьга	0	0
43055	21	False	43055	0	0
2181	119	False	2181	0	0
047W2605	6	False	047W2605	0	0
8160	278	False	8160	0	0
15116	204	False	15116	0	0
Велюров	1	False	Велюров	5	5
8435	138	False	8435	0	0
брелок	36	False	брелок	8	8
500800	8	False	500800	1	1
192049	53	False	192049	1	1
Ботинки	64	False	Ботинки	18	18
кератин	22	False	кератин	1	1
набор туш пмодводка	1	True	набор тушь подводка	0	0
6287	37	False	6287	0	0
34127	134	False	34127	1	1
1218	343	False	1218	1	1
Сбор	11	False	Сбор	1	1
9630	4	False	9630	0	0
43032	294	False	43032	1	1
40067	181	False	40067	1	1
Лак	188	False	Лак	11	11
таблетки для	11	False	таблетки для	0	0
18032	93	False	18032	0	0
пончо	68	False	пончо	3	3
11162	92	False	11162	0	0
PM003	39	False	PM003	0	0
мерцающая вуаль	2	False	мерцающая вуаль	0	0
Гелевая маска	7	False	Гелевая маска	0	0
5405	778	False	5405	1	1
Интимной гигиены	8	False	Интимной гигиены	4	4
138W1102	5	False	138W1102	1	1
84111	4	False	84111	1	1
2415	125	False	2415	0	0
8210	147	False	8210	0	0
so128	239	False	so128	0	0
Краска для	3	False	Краска для	7	7
Вибрамассожер	3	False	Вибрамассожер	0	0
Allessandro	2	True	alessandro	0	4
8840	28	False	8840	0	0
Orangerie	60	False	Orangerie	18	18
4664	51	False	4664	1	1
каштановый	1	False	каштановый	6	6
prolixir	94	False	prolixir	9	9
460702	4	False	460702	1	1
Verbena	120	False	Verbena	14	14
SO116	5	False	SO116	0	0
455915	12	False	455915	0	0
700898	2	False	700898	0	0
SI201	27	False	SI201	1	1
малавтилин	319	False	малавтилин	0	0
195223	7	False	195223	1	1
Средство для мытья	13	False	Средство для мытья	11	11
Prolixir	159	False	Prolixir	9	9
15399	75	False	15399	1	1
Лосины	88	False	Лосины	1	1
59572	7	False	59572	1	1
40292	27	False	40292	0	0
скидки	12	False	скидки	0	0
aromania berga	1	False	aromania berga	0	0
посуда	121	False	посуда	0	0
Uomo Felice	19	False	Uomo Felice	4	4
Крем для шеи	19	False	Крем для шеи	14	14
8398	11	False	8398	0	0
7364	31	False	7364	1	1
Карандаш для бровей	180	False	Карандаш для бровей	2	2
44114	230	False	44114	1	1
Феромоны	13	False	Феромоны	0	0
82940	3	False	82940	1	1
154800	7	False	154800	1	1
1060	60	False	1060	0	0
2184	319	False	2184	0	0
199661	2	False	199661	1	1
11339	7	False	11339	0	0
Vol	7	False	Vol	11	11
0753	19	False	0753	0	0
6147	198	False	6147	1	1
1637	180	False	1637	1	1
396114	14	False	396114	1	1
88991	12	False	88991	0	0
Жидкие тени	75	False	Жидкие тени	1	1
кардиган	105	False	кардиган	19	19
2145	405	False	2145	0	0
193589	6	False	193589	1	1
8395	156	False	8395	0	0
11047	208	False	11047	0	0
158B2903	9	False	158B2903	0	0
8522	6	False	8522	0	0
melodie	34	False	melodie	2	2
8465	138	False	8465	0	0
губная помада	86	False	губная помада	11	11
Клюква	35	False	Клюква	16	16
43033	193	False	43033	0	0
8557	200	False	8557	0	0
энерге	1	True	энергии	0	1
81796	30	False	81796	0	0
117W3201	76	False	117W3201	5	5
Peptide	5	False	Peptide	0	0
Скраб для губ	54	False	Скраб для губ	12	12
44105	85	False	44105	0	0
шапка	175	False	шапка	18	18
4623	115	False	4623	1	1
6000500	1	False	6000500	0	0
1678	267	False	1678	1	1
2257	107	False	2257	0	0
343023	1	False	343023	1	1
138W2502	12	False	138W2502	1	1
7025	5	False	7025	0	0
3448	30	False	3448	0	0
beauty cafe caprise	1	True	beauty cafe caprice	0	0
158W2620	20	False	158W2620	1	1
158w4101	51	False	158w4101	1	1
179g2302	2	False	179g2302	0	0
197425	2	False	197425	1	1
157w3325	15	False	157w3325	0	0
браслет	70	False	браслет	18	18
191798	3	False	191798	1	1
Fruity story	32	False	Fruity story	1	1
3230	346	False	3230	0	0
щётка	41	False	щётка	6	6
6120	99	False	6120	0	0
7081	2	False	7081	0	0
Пилинг крем	1	False	Пилинг крем	0	0
(арт. 11216)	1	False	(арт. 11216)	0	0
4576	568	False	4576	0	0
256500	11	False	256500	0	0
PONT D'OR	12	False	PONT D'OR	3	3
Chocolate Story	2	False	Chocolate Story	0	0
табак	2	False	табак	1	1
ЗУБНАЯ ПАСТА	31	False	ЗУБНАЯ ПАСТА	18	18
9366	25	False	9366	1	1
6251	48	False	6251	0	0
блеск для губ	154	False	блеск для губ	6	6
Малина	26	False	Малина	11	11
195487	10	False	195487	1	1
SW086	19	False	SW086	1	1
157W4123	57	False	157W4123	1	1
Элеганс	72	True	elegance	16	4
84094	14	False	84094	1	1
147799	2	False	147799	0	0
0240	247	False	0240	1	1
SD114 128-134	1	False	SD114 128-134	0	0
15622	242	False	15622	0	0
celsius	78	False	celsius	10	10
884073	8	False	884073	1	1
Блеск	45	False	Блеск	6	6
106	1	False	106	11	11
5594	74	False	5594	0	0
3120	446	False	3120	1	1
Каленов	1	False	Каленов	0	0
34126	185	False	34126	0	0
Нюд	5	False	Нюд	11	11
706065	1	False	706065	0	0
3177	149	False	3177	1	1
193785	4	False	193785	1	1
L'Esthete	7	False	L'Esthete	1	1
арт 3145	3	False	арт 3145	0	0
фуфайка	20	False	фуфайка	19	19
Влажные салфетки	154	False	Влажные салфетки	10	10
Баск	1	False	Баск	6	6
Ночной крем	44	False	Ночной крем	10	10
11942	164	False	11942	1	1
195245	9	False	195245	0	0
1228	184	False	1228	0	0
под помады	3	False	под помады	7	7
лубрик	3	False	лубрик	0	0
Кислородный бальзам	44	False	Кислородный бальзам	1	1
192278	12	False	192278	1	1
117м2001	1	False	117м2001	0	0
неглеже	4	False	неглеже	0	0
11120	38	False	11120	0	0
127G3301	66	False	127G3301	2	2
8358	83	False	8358	0	0
5522	8	False	5522	0	0
Matrigenic	17	False	Matrigenic	1	1
Трикотаж	19	False	Трикотаж	20	20
11317	113	False	11317	0	0
2996	80	False	2996	0	0
18043	106	False	18043	0	0
топ со встроенным	76	False	топ со встроенным	15	15
бюстгалтер	89	True	бюстгальтер	0	17
2344	487	False	2344	1	1
тарелка	46	False	тарелка	5	5
Hc021	9	False	Hc021	1	1
8710	116	False	8710	1	1
Vitamania	33	False	Vitamania	17	17
158w2601	64	False	158w2601	1	1
Сумки	411	False	Сумки	0	0
Tt006	3	False	Tt006	1	1
195654	29	False	195654	1	1
faberlic by alena	4	False	faberlic by alena	10	10
15937	90	False	15937	1	1
88746	7	False	88746	0	0
9961	3	False	9961	1	1
5456	94	False	5456	1	1
44003	197	False	44003	1	1
phitox	2	False	phitox	0	0
3015	165	False	3015	1	1
Secret Story	43	False	Secret Story	5	5
156G1201	7	False	156G1201	1	1
41058	29	False	41058	0	0
501083	6	False	501083	1	1
PS114	6	False	PS114	1	1
Elaga	1	False	Elaga	0	0
8589	32	False	8589	0	0
ssM005	6	False	ssM005	0	0
2430	130	False	2430	0	0
11376	120	False	11376	1	1
католог	31	False	католог	0	0
ТТ003	15	False	ТТ003	0	0
3	15	False	3	11	11
11333	571	False	11333	1	1
44007	79	False	44007	1	1
15358	59	False	15358	0	0
147W1203	34	False	147W1203	1	1
84283	14	False	84283	0	0
884584	12	False	884584	1	1
для мытья	46	False	для мытья	13	13
Парфюмерная вода	31	False	Парфюмерная вода	18	18
Жидкое мыло для рук	44	False	Жидкое мыло для рук	14	14
1871	361	False	1871	0	0
Купоны	107	False	Купоны	0	0
дантель	31	False	дантель	8	8
148005	27	False	148005	1	1
521309	4	False	521309	1	1
5669	56	False	5669	0	0
5477	52	False	5477	0	0
маска для волос	188	False	маска для волос	0	0
TT006	20	False	TT006	1	1
Bel ange	2	False	Bel ange	1	1
3493	96	False	3493	0	0
6248	25	False	6248	0	0
Faberlic (Edelstar)	1	False	Faberlic (Edelstar)	0	0
127G4103128	1	False	127G4103128	0	0
Кедровое	6	False	Кедровое	0	0
396111	27	False	396111	0	0
195316	44	False	195316	0	0
44157	19	False	44157	0	0
Контейнер	52	False	Контейнер	4	4
Крем для чистки	19	False	Крем для чистки	0	0
Губная помада	121	False	Губная помада	11	11
0531	153	False	0531	1	1
сумка для новичка	1	False	сумка для новичка	0	0
регламент	2	False	регламент	0	0
195379	17	False	195379	1	1
5452	73	False	5452	1	1
2131	182	False	2131	0	0
sb001	32	False	sb001	2	2
128W3310	35	False	128W3310	3	3
4724	114	False	4724	1	1
hc028	15	False	hc028	0	0
мист	164	False	мист	5	5
126w2903	169	False	126w2903	1	1
ортопедическое	4	False	ортопедическое	0	0
193638	9	False	193638	1	1
194685	10	False	194685	0	0
195786	5	False	195786	1	1
2264	348	False	2264	1	1
для ван	2	True	для ванн	11	19
2095	548	False	2095	0	0
86358	3	False	86358	1	1
192228-192239	1	False	192228-192239	0	0
Мой счёт	11	False	Мой счёт	0	0
На нос	1	False	На нос	11	11
Сковорода	123	False	Сковорода	2	2
8115	238	False	8115	1	1
Косм	2	True	см	16	11
8639	224	False	8639	1	1
5166	9	False	5166	0	0
pont d'or	34	False	pont d'or	3	3
Сумка с вышевкой	1	True	сумка с вышивкой	0	0
5324	3	False	5324	0	0
18022	95	False	18022	0	0
independence	1	False	independence	0	0
ST609	25	False	ST609	1	1
4590	8	False	4590	0	0
15368	146	False	15368	0	0
cghtq ktl	1	True	спрей ktl	0	18
Гепаллайт	2	False	Гепаллайт	0	0
размерная таблица	6	False	размерная таблица	0	0
саше	70	False	саше	8	8
tropic story	11	False	tropic story	1	1
сияние радуги	6	False	сияние радуги	0	0
192001	21	False	192001	1	1
dkw013	9	False	dkw013	1	1
8758	30	False	8758	0	0
384913	4	False	384913	1	1
Cherchez	10	False	Cherchez	4	4
водный	20	False	водный	11	11
скраб для лица	58	False	скраб для лица	1	1
191730	10	False	191730	0	0
9567	220	False	9567	0	0
34134	52	False	34134	0	0
15621	389	False	15621	1	1
слой сетки	2	False	слой сетки	0	0
203274	4	False	203274	1	1
128в2904B	1	False	128в2904B	0	0
500865	18	False	500865	1	1
Детский костюм	3	False	Детский костюм	0	0
193962	32	False	193962	1	1
44015	241	False	44015	1	1
50128	93	False	50128	0	0
шнурок	12	False	шнурок	1	1
cream	5	False	cream	1	1
фитополис	25	False	фитополис	0	0
15376	350	False	15376	0	0
5447	45	False	5447	0	0
884162	30	False	884162	0	0
интим гель для жен	3	False	интим гель для жен	0	0
ST612	16	False	ST612	1	1
Трикотажная юбка	2	False	Трикотажная юбка	13	13
Эксперт	12	True	expert	1	19
жидкие тени для век	8	False	жидкие тени для век	1	1
40054	206	False	40054	1	1
3008	122	False	3008	1	1
0712	170	False	0712	0	0
пражение рубашки	5	False	пражение рубашки	0	0
40097	45	False	40097	1	1
11405	78	False	11405	0	0
44072	15	False	44072	0	0
2501	15	False	2501	20	20
59563	3	False	59563	1	1
59996	1	False	59996	1	1
Твёрдые духи	1	False	Твёрдые духи	0	0
6112	232	False	6112	1	1
с маслом амлы	7	False	с маслом амлы	6	6
191859	62	False	191859	1	1
скульптор	20	False	скульптор	1	1
117M2501	87	False	117M2501	4	4
3324	4	False	3324	1	1
193246	22	False	193246	1	1
40279	8	False	40279	1	1
экстракт гран	1	False	экстракт гран	0	0
Кисточка для масок	1	False	Кисточка для масок	0	0
500722	11	False	500722	1	1
4880041	1	False	4880041	0	0
472012	3	False	472012	1	1
4009	7	False	4009	2	2
Шаговый лист	2	False	Шаговый лист	0	0
спелая	2	False	спелая	4	4
SW107	6	False	SW107	1	1
камелия	2	False	камелия	4	4
ночная	24	False	ночная	17	17
484702	26	False	484702	1	1
Подводка для глаз	50	False	Подводка для глаз	2	2
Скидки	42	False	Скидки	0	0
Салыетки	2	True	салфетки	0	19
640017	10	False	640017	1	1
SI404	15	False	SI404	1	1
82574	6	False	82574	0	0
157W2303	66	False	157W2303	0	0
HC001	13	False	HC001	1	1
15629	382	False	15629	1	1
9749	112	False	9749	1	1
2228	435	False	2228	0	0
Крем масло Для тела	2	False	Крем масло Для тела	0	0
8366	182	False	8366	0	0
0221	19	False	0221	0	0
0715	192	False	0715	0	0
бюстгальтер zoya	1	False	бюстгальтер zoya	1	1
40083	186	False	40083	1	1
SECRET STORY	5	False	SECRET STORY	5	5
195775	31	False	195775	0	0
краска для воло	5	True	краска для волос	4	6
194967	17	False	194967	1	1
2345	104	False	2345	0	0
192066	61	False	192066	1	1
15466	157	False	15466	0	0
44020	110	False	44020	1	1
лемонграсс	15	False	лемонграсс	4	4
112118	5	False	112118	0	0
40060	170	False	40060	1	1
ssb007	6	False	ssb007	0	0
2162	7	False	2162	0	0
8448	152	False	8448	1	1
1617	11	False	1617	0	0
83544	7	False	83544	0	0
5080	163	False	5080	0	0
78382	117	False	78382	0	0
88184	5	False	88184	1	1
регистрация	11	False	регистрация	0	0
1704	129	False	1704	1	1
161606	9	False	161606	1	1
суфле	32	False	суфле	8	8
600222	3	False	600222	0	0
86298	15	False	86298	0	0
117m2501	57	False	117m2501	4	4
Юбка с шитьем внизу	2	False	Юбка с шитьем внизу	0	0
лак для губ	27	False	лак для губ	11	11
Beayty	1	True	beauty	0	9
Депиляции	20	False	Депиляции	4	4
520812	7	False	520812	1	1
3044	197	False	3044	1	1
400125	8	False	400125	1	1
поверхностей	5	False	поверхностей	2	2
Пояс	33	False	Пояс	18	18
15384	105	False	15384	0	0
bD151	1	False	bD151	0	0
кросс	15	False	кросс	18	18
9423	3	False	9423	0	0
роза сандал	4	True	rose сандал	2	0
детская одежда	19	False	детская одежда	0	0
15928	73	False	15928	0	0
191870	58	False	191870	1	1
11459	40	False	11459	0	0
40065	304	False	40065	1	1
157W1125	28	False	157W1125	1	1
2285	119	False	2285	0	0
накопительн	1	False	накопительн	0	0
3160	96	False	3160	1	1
890573	8	False	890573	1	1
7229	11	False	7229	0	0
193772	8	False	193772	1	1
11432	345	False	11432	1	1
PH373	9	False	PH373	1	1
167M2801	9	False	167M2801	1	1
11517	304	False	11517	1	1
Одеяла	2	False	Одеяла	0	0
Для полости рта	11	False	Для полости рта	7	7
(11281)пробник	3	False	(11281) пробник	0	0
43074	65	False	43074	1	1
193415	29	False	193415	1	1
для блеска	1	False	для блеска	0	0
oxioloqy	1	False	oxioloqy	0	0
168W4107	14	False	168W4107	0	0
mon roi	24	False	mon roi	11	11
3191	77	False	3191	1	1
кораловый кальций	7	True	коралловый кальций	0	1
so125	3	False	so125	0	0
жилетка	11	False	жилетка	0	0
оксидант	1	False	оксидант	0	0
88835	13	False	88835	1	1
Праймер для лица	2	False	Праймер для лица	0	0
Целлюлит	10	False	Целлюлит	1	1
6177	45	False	6177	0	0
2359	482	False	2359	1	1
мицеллярн	3	False	мицеллярн	4	4
3188	5	False	3188	0	0
сиденье	49	False	сиденье	0	0
600190	15	False	600190	0	0
сахарница	6	False	сахарница	1	1
Подвеска Стрелец	2	False	Подвеска Стрелец	0	0
8317	350	False	8317	0	0
для роста ресниц	17	False	для роста ресниц	1	1
8	27	False	8	11	11
Fortunate	2	False	Fortunate	0	0
FM001	12	False	FM001	1	1
83626	9	False	83626	1	1
sd128	6	False	sd128	1	1
137B1103	8	False	137B1103	1	1
194814	16	False	194814	0	0
43081	57	False	43081	1	1
40082	120	False	40082	1	1
137W1101	26	False	137W1101	1	1
ph151	19	False	ph151	0	0
Босоножки	60	False	Босоножки	18	18
дезодорант для ног	13	False	дезодорант для ног	19	19
8360	75	False	8360	0	0
0124	357	False	0124	1	1
Для мытья посуды	112	False	Для мытья посуды	12	12
15127	40	False	15127	0	0
PMW037	27	False	PMW037	1	1
Фортуната	7	False	Фортуната	0	0
Колготки цветные	6	False	Колготки цветные	0	0
6302	248	False	6302	0	0
NFGRB ;TYCRBT	1	True	nfgrb женские	0	0
117n3201	1	False	117n3201	0	0
платья	72	False	платья	0	0
1233	11	False	1233	0	0
193003	6	False	193003	1	1
платье букле	5	False	платье букле	0	0
Разделочная	8	False	Разделочная	0	0
жидкость	28	False	жидкость	0	0
от пятен	26	False	от пятен	0	0
9478	49	False	9478	0	0
стиральный порошок	290	False	стиральный порошок	10	10
Парашок	31	True	порошок	0	13
pro ноги	2	False	pro ноги	5	5
6278	56	False	6278	1	1
Кардиган	161	False	Кардиган	19	19
магнит	42	False	магнит	2	2
PH231	33	False	PH231	1	1
lp402	4	False	lp402	1	1
Румяна	310	False	Румяна	1	1
195148	9	False	195148	1	1
2098	1010	False	2098	1	1
86688	12	False	86688	1	1
крем мыло	46	False	крем мыло	0	0
de la Loire	1	False	de la Loire	6	6
средство	115	False	средство	18	18
600017	56	False	600017	0	0
192869	30	False	192869	1	1
жидкое мыло для рук	62	False	жидкое мыло для рук	14	14
2191	207	False	2191	0	0
st235	45	False	st235	1	1
мешок для стирки бю	3	False	мешок для стирки бю	0	0
Everstrong	14	False	Everstrong	6	6
15471	277	False	15471	1	1
500225	6	False	500225	1	1
2422	133	False	2422	1	1
9059	16	False	9059	0	0
hr	1	False	hr	11	11
362400	11	False	362400	1	1
присыпка	29	False	присыпка	1	1
34105	23	False	34105	0	0
3187	171	False	3187	1	1
мочалка	129	False	мочалка	2	2
силиконовые носки	14	False	силиконовые носки	0	0
0537	73	False	0537	0	0
для ванны	60	False	для ванны	12	12
11404	83	False	11404	0	0
6241	93	False	6241	0	0
Фиолетовые колготки	1	False	Фиолетовые колготки	0	0
8593	110	False	8593	1	1
тушь максимум роста	2	False	тушь максимум роста	0	0
Basuk	1	False	Basuk	0	0
для туале	1	True	для туалета	6	1
2299	194	False	2299	1	1
пробник губной пома	43	True	пробник губной по	9	9
44116	3	False	44116	0	0
Крем Для рук	20	False	Крем Для рук	14	14
каталог 1	28	False	каталог 1	0	0
50002	16	False	50002	1	1
жидкост	1	False	жидкост	0	0
34143	38	False	34143	0	0
дутики	33	False	дутики	5	5
70495	1	False	70495	1	1
ампулы 1052	1	False	ампулы 1052	0	0
Ланчбокс	5	False	Ланчбокс	2	2
Ершик	2	False	Ершик	0	0
Помазок	2	False	Помазок	0	0
May hon	1	False	May hon	11	11
195261	6	False	195261	1	1
195499	14	False	195499	0	0
2362	290	False	2362	0	0
4649	186	False	4649	1	1
1066	222	False	1066	0	0
59500	5	False	59500	0	0
5560	8	False	5560	0	0
117B3203	61	False	117B3203	3	3
скраб для губ	97	False	скраб для губ	12	12
коврик	115	False	коврик	2	2
41043	14	False	41043	0	0
Cs001	20	False	Cs001	1	1
крем	387	False	крем	14	14
34101	21	False	34101	0	0
15487	2	False	15487	0	0
cухой шампунь	2	True	сухой шампунь	0	0
156W4108	125	False	156W4108	0	0
2230	6	False	2230	0	0
9372	56	False	9372	0	0
11472	159	False	11472	0	0
11031	135	False	11031	1	1
Vitallite	3	False	Vitallite	0	0
117W2501	34	False	117W2501	4	4
137W2701	10	False	137W2701	2	2
5304	3	False	5304	0	0
110501	4	False	110501	0	0
Sd108	12	False	Sd108	1	1
40046	23	False	40046	0	0
новости каталога	9	False	новости каталога	0	0
117B2502	30	False	117B2502	3	3
2375	304	False	2375	0	0
191984	17	False	191984	1	1
500863	22	False	500863	0	0
Точилка	20	False	Точилка	1	1
антиперспирант	47	False	антиперспирант	14	14
krasa	84	False	krasa	2	2
Пробник парфюм	14	True	пробник parfum	16	0
арт	1	False	арт	11	11
2144	474	False	2144	0	0
майуа без рукавов	1	True	майка без рукавов	0	0
Миска	28	False	Миска	3	3
губка	239	False	губка	5	5
07231037	1	False	07231037	0	0
шеи	16	False	шеи	11	11
100082	15	False	100082	0	0
5255	390	False	5255	0	0
Leads	2	False	Leads	0	0
Метаmeta	2	False	Метаmeta	0	0
195374	9	False	195374	1	1
5438	76	False	5438	1	1
195240	17	False	195240	1	1
Паста	130	False	Паста	18	18
15348	7	False	15348	0	0
кисель	17	False	кисель	1	1
8673	38	False	8673	0	0
6145	296	False	6145	1	1
4364	23	False	4364	0	0
dkw012	14	False	dkw012	1	1
Металлическое мыло	33	False	Металлическое мыло	0	0
7427	5	False	7427	0	0
158W2902	48	False	158W2902	1	1
дипеляция	1	False	дипеляция	0	0
157W2624	28	False	157W2624	0	0
violet	27	False	violet	5	5
350021	4	False	350021	1	1
fleurette	40	False	fleurette	1	1
8288	28	False	8288	0	0
житкое мыло	13	True	жидкое мыло	0	14
SO128	341	False	SO128	0	0
2057	73	False	2057	0	0
термос	133	False	термос	2	2
0611	4	False	0611	0	0
для умывание	2	True	для умывания	0	6
76424	4	False	76424	0	0
521137	13	False	521137	0	0
спортивные леггинсы	2	False	спортивные леггинсы	1	1
70 %	4	False	70 %	11	11
5384	13	False	5384	0	0
Renovage	42	False	Renovage	8	8
11677	30	False	11677	0	0
157ь	4	False	157ь	0	0
Ramiata	3	False	Ramiata	0	0
192499	1	False	192499	1	1
40608	30	False	40608	0	0
9623	62	False	9623	0	0
127G2501	26	False	127G2501	2	2
спортивные кастюмы	2	True	спортивные костюмы	0	0
8743	46	False	8743	0	0
11401	274	False	11401	1	1
анитстатик	1	False	анитстатик	0	0
3411	10	False	3411	0	0
Презерватив	2	False	Презерватив	0	0
1140	291	False	1140	1	1
137W3302	22	False	137W3302	2	2
Наборы	219	False	Наборы	0	0
191212	4	False	191212	1	1
3114	4	False	3114	1	1
